IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2017,YEAR,Total,RATE_PER_100000,3.21215,2.72311,3.76964,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2017,YEAR,Female,RATE_PER_100000,1.23509,1.04782,1.44802,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,364,Iran (Islamic Republic of),2017,YEAR,Male,RATE_PER_100000,5.14251,4.35883,6.03642,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2017,YEAR,Total,RATE_PER_100000,15.76062,8.83321,25.46497,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2017,YEAR,Female,RATE_PER_100000,8.47066,4.72726,14.19731,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,368,Iraq,2017,YEAR,Male,RATE_PER_100000,22.88358,12.84511,36.47454,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2017,YEAR,Total,RATE_PER_100000,1.35483,1.06733,1.68661,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2017,YEAR,Female,RATE_PER_100000,1.07428,0.83641,1.34893,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,352,Iceland,2017,YEAR,Male,RATE_PER_100000,1.6335,1.29669,2.02203,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2017,YEAR,Total,RATE_PER_100000,1.46654,1.19092,1.78168,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2017,YEAR,Female,RATE_PER_100000,0.8066,0.63476,1.00505,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,376,Israel,2017,YEAR,Male,RATE_PER_100000,2.13536,1.75457,2.56877,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2017,YEAR,Total,RATE_PER_100000,0.73167,0.66287,0.80986,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2017,YEAR,Female,RATE_PER_100000,0.48161,0.43072,0.52859,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,380,Italy,2017,YEAR,Male,RATE_PER_100000,0.99623,0.90848,1.10745,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2017,YEAR,Total,RATE_PER_100000,55.35817,38.86823,75.90942,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2017,YEAR,Female,RATE_PER_100000,22.73637,15.43446,32.25056,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,388,Jamaica,2017,YEAR,Male,RATE_PER_100000,88.41091,62.61157,120.145,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2017,YEAR,Total,RATE_PER_100000,2.80379,1.64677,4.4463,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2017,YEAR,Female,RATE_PER_100000,1.53697,0.8518,2.5404,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,400,Jordan,2017,YEAR,Male,RATE_PER_100000,4.03999,2.42254,6.30614,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2017,YEAR,Total,RATE_PER_100000,0.23482,0.21235,0.25371,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2017,YEAR,Female,RATE_PER_100000,0.2057,0.18051,0.22497,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,392,Japan,2017,YEAR,Male,RATE_PER_100000,0.2653,0.24568,0.2838,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2017,YEAR,Total,RATE_PER_100000,6.05547,4.70877,7.59704,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2017,YEAR,Female,RATE_PER_100000,2.48662,1.90616,3.16689,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,398,Kazakhstan,2017,YEAR,Male,RATE_PER_100000,9.85068,7.68914,12.30817,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2017,YEAR,Total,RATE_PER_100000,5.70755,4.10008,7.60227,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2017,YEAR,Female,RATE_PER_100000,2.14791,1.517,2.96776,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,404,Kenya,2017,YEAR,Male,RATE_PER_100000,9.31296,6.71637,12.29637,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2017,YEAR,Total,RATE_PER_100000,4.1561,3.23559,5.2638,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2017,YEAR,Female,RATE_PER_100000,1.72469,1.28588,2.26809,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,417,Kyrgyzstan,2017,YEAR,Male,RATE_PER_100000,6.63858,5.22624,8.32242,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2017,YEAR,Total,RATE_PER_100000,2.43582,1.25353,4.30359,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2017,YEAR,Female,RATE_PER_100000,0.90451,0.42539,1.67842,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,116,Cambodia,2017,YEAR,Male,RATE_PER_100000,4.04293,2.12267,7.05869,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2017,YEAR,Total,RATE_PER_100000,5.04837,2.41892,9.28295,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2017,YEAR,Female,RATE_PER_100000,2.4436,1.15381,4.67505,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,296,Kiribati,2017,YEAR,Male,RATE_PER_100000,7.74506,3.72867,14.05343,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2017,YEAR,Total,RATE_PER_100000,0.75171,0.49054,1.10317,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2017,YEAR,Female,RATE_PER_100000,0.54018,0.35834,0.78734,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,410,Republic of Korea,2017,YEAR,Male,RATE_PER_100000,0.96245,0.62224,1.41782,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2017,YEAR,Total,RATE_PER_100000,1.82819,1.25729,2.58608,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2017,YEAR,Female,RATE_PER_100000,0.70549,0.4725,1.06569,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,414,Kuwait,2017,YEAR,Male,RATE_PER_100000,2.58047,1.78314,3.60484,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2017,YEAR,Total,RATE_PER_100000,6.83664,3.1515,12.30056,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2017,YEAR,Female,RATE_PER_100000,3.92745,1.81652,7.21018,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,418,Lao People's Democratic Republic,2017,YEAR,Male,RATE_PER_100000,9.7208,4.475,17.34715,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2017,YEAR,Total,RATE_PER_100000,4.09866,3.02991,5.8699,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2017,YEAR,Female,RATE_PER_100000,1.78482,1.33753,2.50154,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,422,Lebanon,2017,YEAR,Male,RATE_PER_100000,6.38603,4.70291,9.1997,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2017,YEAR,Total,RATE_PER_100000,9.96511,4.8948,17.96542,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2017,YEAR,Female,RATE_PER_100000,4.62721,2.23051,8.493,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,430,Liberia,2017,YEAR,Male,RATE_PER_100000,15.25819,7.53672,27.35832,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2017,YEAR,Total,RATE_PER_100000,2.35591,2.11115,2.6822,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2017,YEAR,Female,RATE_PER_100000,0.96948,0.85391,1.14123,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,434,Libya,2017,YEAR,Male,RATE_PER_100000,3.71296,3.34174,4.19052,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2017,YEAR,Total,RATE_PER_100000,22.97325,17.26795,29.75116,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2017,YEAR,Female,RATE_PER_100000,8.11818,5.66167,11.23226,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,662,Saint Lucia,2017,YEAR,Male,RATE_PER_100000,38.28188,29.2286,48.8355,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2017,YEAR,Total,RATE_PER_100000,2.82294,1.5694,4.66918,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2017,YEAR,Female,RATE_PER_100000,0.93903,0.49583,1.64257,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,144,Sri Lanka,2017,YEAR,Male,RATE_PER_100000,4.85736,2.72874,7.9376,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2017,YEAR,Total,RATE_PER_100000,45.36427,23.7622,75.85519,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2017,YEAR,Female,RATE_PER_100000,18.36762,8.46402,34.02695,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,426,Lesotho,2017,YEAR,Male,RATE_PER_100000,73.17877,39.52382,118.9506,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2017,YEAR,Total,RATE_PER_100000,5.0936,4.16018,6.16198,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2017,YEAR,Female,RATE_PER_100000,2.64634,2.12764,3.24114,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,440,Lithuania,2017,YEAR,Male,RATE_PER_100000,7.94909,6.53178,9.57007,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2017,YEAR,Total,RATE_PER_100000,0.55695,0.42681,0.71682,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2017,YEAR,Female,RATE_PER_100000,0.55482,0.4302,0.70569,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,442,Luxembourg,2017,YEAR,Male,RATE_PER_100000,0.55905,0.42347,0.72778,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2017,YEAR,Total,RATE_PER_100000,5.9482,4.53254,7.69723,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2017,YEAR,Female,RATE_PER_100000,3.43772,2.50082,4.6077,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,428,Latvia,2017,YEAR,Male,RATE_PER_100000,8.90334,6.92413,11.334,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2017,YEAR,Total,RATE_PER_100000,2.03012,0.99601,3.79737,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2017,YEAR,Female,RATE_PER_100000,1.11024,0.52947,2.08817,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,504,Morocco,2017,YEAR,Male,RATE_PER_100000,2.96544,1.47038,5.53526,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2017,YEAR,Total,RATE_PER_100000,3.40054,2.78399,4.11203,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2017,YEAR,Female,RATE_PER_100000,2.08979,1.68179,2.56618,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,498,Republic of Moldova,2017,YEAR,Male,RATE_PER_100000,4.82053,3.97804,5.78671,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2017,YEAR,Total,RATE_PER_100000,6.88501,3.08983,13.09531,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2017,YEAR,Female,RATE_PER_100000,3.45729,1.57512,6.56864,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,450,Madagascar,2017,YEAR,Male,RATE_PER_100000,10.3307,4.61247,19.65617,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2017,YEAR,Total,RATE_PER_100000,1.91834,1.03386,3.1905,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2017,YEAR,Female,RATE_PER_100000,1.05291,0.5581,1.81718,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,462,Maldives,2017,YEAR,Male,RATE_PER_100000,2.45238,1.32743,4.03794,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,484,Mexico,2017,YEAR,Total,RATE_PER_100000,25.36173,24.31114,26.73873,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,484,Mexico,2017,YEAR,Female,RATE_PER_100000,5.83104,5.44622,6.23248,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,484,Mexico,2017,YEAR,Male,RATE_PER_100000,45.76562,44.01949,48.16178,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,807,North Macedonia,2017,YEAR,Total,RATE_PER_100000,1.51577,0.97318,2.24038,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,807,North Macedonia,2017,YEAR,Female,RATE_PER_100000,0.77954,0.50703,1.13184,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,807,North Macedonia,2017,YEAR,Male,RATE_PER_100000,2.25088,1.43863,3.34724,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,466,Mali,2017,YEAR,Total,RATE_PER_100000,11.02331,5.12156,19.58744,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,466,Mali,2017,YEAR,Female,RATE_PER_100000,5.22803,2.42007,9.84347,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,466,Mali,2017,YEAR,Male,RATE_PER_100000,16.8096,7.81886,29.31631,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,470,Malta,2017,YEAR,Total,RATE_PER_100000,0.92496,0.72584,1.15916,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,470,Malta,2017,YEAR,Female,RATE_PER_100000,0.6525,0.5087,0.82305,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,470,Malta,2017,YEAR,Male,RATE_PER_100000,1.19619,0.94199,1.49373,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,104,Myanmar,2017,YEAR,Total,RATE_PER_100000,4.03098,2.17644,6.9625,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,104,Myanmar,2017,YEAR,Female,RATE_PER_100000,2.38209,1.25389,4.29165,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,104,Myanmar,2017,YEAR,Male,RATE_PER_100000,5.80339,3.1681,9.83343,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,499,Montenegro,2017,YEAR,Total,RATE_PER_100000,2.0809,1.32049,3.13474,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,499,Montenegro,2017,YEAR,Female,RATE_PER_100000,0.99348,0.63917,1.47829,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,499,Montenegro,2017,YEAR,Male,RATE_PER_100000,3.19303,2.0173,4.82883,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,496,Mongolia,2017,YEAR,Total,RATE_PER_100000,7.11351,3.98786,11.79819,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,496,Mongolia,2017,YEAR,Female,RATE_PER_100000,1.95997,1.0481,3.4103,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,496,Mongolia,2017,YEAR,Male,RATE_PER_100000,12.40004,7.00348,20.40255,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,508,Mozambique,2017,YEAR,Total,RATE_PER_100000,4.04374,1.9972,7.32207,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,508,Mozambique,2017,YEAR,Female,RATE_PER_100000,1.69277,0.78828,3.15484,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,508,Mozambique,2017,YEAR,Male,RATE_PER_100000,6.54136,3.28152,11.74921,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,478,Mauritania,2017,YEAR,Total,RATE_PER_100000,11.22925,5.13268,21.06338,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,478,Mauritania,2017,YEAR,Female,RATE_PER_100000,5.73049,2.63435,11.02093,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,478,Mauritania,2017,YEAR,Male,RATE_PER_100000,16.69407,7.61559,31.04384,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,480,Mauritius,2017,YEAR,Total,RATE_PER_100000,3.27927,2.41682,4.36118,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,480,Mauritius,2017,YEAR,Female,RATE_PER_100000,1.62904,1.17051,2.19747,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,480,Mauritius,2017,YEAR,Male,RATE_PER_100000,4.96522,3.69011,6.57174,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,454,Malawi,2017,YEAR,Total,RATE_PER_100000,2.64251,1.2041,5.16589,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,454,Malawi,2017,YEAR,Female,RATE_PER_100000,1.13161,0.43631,2.31036,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,454,Malawi,2017,YEAR,Male,RATE_PER_100000,4.19697,1.99403,8.10373,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,458,Malaysia,2017,YEAR,Total,RATE_PER_100000,2.80035,1.52407,4.75517,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,458,Malaysia,2017,YEAR,Female,RATE_PER_100000,1.2116,0.64967,2.08104,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,458,Malaysia,2017,YEAR,Male,RATE_PER_100000,4.30012,2.34951,7.27956,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,516,Namibia,2017,YEAR,Total,RATE_PER_100000,18.46541,8.94611,32.2634,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,516,Namibia,2017,YEAR,Female,RATE_PER_100000,7.98099,3.45734,15.19365,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,516,Namibia,2017,YEAR,Male,RATE_PER_100000,29.62891,14.79038,50.43879,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,562,Niger,2017,YEAR,Total,RATE_PER_100000,9.97594,3.95572,19.25226,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,562,Niger,2017,YEAR,Female,RATE_PER_100000,5.07178,1.96287,10.41666,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,562,Niger,2017,YEAR,Male,RATE_PER_100000,14.84053,5.93249,28.01657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,566,Nigeria,2017,YEAR,Total,RATE_PER_100000,9.5611,5.893,14.42011,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,566,Nigeria,2017,YEAR,Female,RATE_PER_100000,5.31141,3.17786,8.57966,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,566,Nigeria,2017,YEAR,Male,RATE_PER_100000,13.70084,8.5379,20.10944,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,558,Nicaragua,2017,YEAR,Total,RATE_PER_100000,9.6112,6.77716,13.41376,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,558,Nicaragua,2017,YEAR,Female,RATE_PER_100000,2.35418,1.47569,3.55144,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,558,Nicaragua,2017,YEAR,Male,RATE_PER_100000,17.07772,12.23166,23.56078,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,528,Netherlands (Kingdom of the),2017,YEAR,Total,RATE_PER_100000,0.77151,0.62116,0.94659,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,528,Netherlands (Kingdom of the),2017,YEAR,Female,RATE_PER_100000,0.6059,0.47957,0.75283,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,528,Netherlands (Kingdom of the),2017,YEAR,Male,RATE_PER_100000,0.93876,0.76416,1.14227,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,578,Norway,2017,YEAR,Total,RATE_PER_100000,0.61461,0.55599,0.67175,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,578,Norway,2017,YEAR,Female,RATE_PER_100000,0.51144,0.45744,0.5637,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,578,Norway,2017,YEAR,Male,RATE_PER_100000,0.71598,0.65283,0.77792,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,524,Nepal,2017,YEAR,Total,RATE_PER_100000,2.6862,1.24767,4.89766,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,524,Nepal,2017,YEAR,Female,RATE_PER_100000,1.26461,0.6235,2.31147,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,524,Nepal,2017,YEAR,Male,RATE_PER_100000,4.39345,1.99725,8.00351,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,554,New Zealand,2017,YEAR,Total,RATE_PER_100000,1.33157,1.10279,1.60033,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,554,New Zealand,2017,YEAR,Female,RATE_PER_100000,0.86569,0.70652,1.05775,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,554,New Zealand,2017,YEAR,Male,RATE_PER_100000,1.81322,1.51248,2.16127,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,512,Oman,2017,YEAR,Total,RATE_PER_100000,0.68774,0.31056,1.26044,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,512,Oman,2017,YEAR,Female,RATE_PER_100000,0.43534,0.2158,0.79404,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,512,Oman,2017,YEAR,Male,RATE_PER_100000,0.81853,0.35967,1.50212,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,586,Pakistan,2017,YEAR,Total,RATE_PER_100000,5.47114,2.98406,9.8067,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,586,Pakistan,2017,YEAR,Female,RATE_PER_100000,2.9761,1.60308,5.86827,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,586,Pakistan,2017,YEAR,Male,RATE_PER_100000,7.82436,4.28655,13.52127,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,591,Panama,2017,YEAR,Total,RATE_PER_100000,14.80301,11.71857,18.44936,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,591,Panama,2017,YEAR,Female,RATE_PER_100000,2.8696,2.06054,3.90449,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,591,Panama,2017,YEAR,Male,RATE_PER_100000,26.68206,21.3326,32.92797,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,604,Peru,2017,YEAR,Total,RATE_PER_100000,9.2155,5.20087,14.96277,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,604,Peru,2017,YEAR,Female,RATE_PER_100000,3.36342,1.80705,5.69498,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,604,Peru,2017,YEAR,Male,RATE_PER_100000,15.14921,8.64204,24.35984,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,608,Philippines,2017,YEAR,Total,RATE_PER_100000,14.30338,11.22864,17.9937,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,608,Philippines,2017,YEAR,Female,RATE_PER_100000,3.00449,2.30284,3.85028,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,608,Philippines,2017,YEAR,Male,RATE_PER_100000,25.47712,20.05557,31.98048,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,598,Papua New Guinea,2017,YEAR,Total,RATE_PER_100000,10.79734,5.43738,18.57162,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,598,Papua New Guinea,2017,YEAR,Female,RATE_PER_100000,5.02277,2.54182,9.04186,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,598,Papua New Guinea,2017,YEAR,Male,RATE_PER_100000,16.33989,8.21659,27.71848,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,616,Poland,2017,YEAR,Total,RATE_PER_100000,0.87728,0.75254,1.01687,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,616,Poland,2017,YEAR,Female,RATE_PER_100000,0.56193,0.47575,0.65786,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,616,Poland,2017,YEAR,Male,RATE_PER_100000,1.21246,1.04674,1.39845,PUBLISHED
